0 -0.001327
1 0.053567
2 0.110147
3 0.169928
4 0.232740
5 0.298062
6 0.365053
7 0.432633
8 0.499573
9 0.564607
10 0.626551
11 0.684399
12 0.737416
13 0.785190
14 0.827655
15 0.865075
16 0.897992
17 0.927143
18 0.953354
19 0.977424
20 -0.001327
